strain1,strain2,segments,gen,phys
JU394,ED3049,6,0.238988856,0.275462513
JU792,ED3049,11,0.290131341,0.339567488
JU397,ED3049,11,0.262834887,0.326770055
JU561,ED3049,12,0.311157107,0.412450621
JU775,ED3049,9,0.172643695,0.183584242
JU830,ED3049,14,0.321429328,0.399397242
JU847,ED3049,14,0.345785214,0.333419264
LSJ1,ED3049,8,0.335604836,0.414819965
MY10,ED3049,10,0.31184431,0.368219267
MY18,ED3049,9,0.278817327,0.35359218
PX174,ED3049,9,0.351747737,0.400181105
PX179,ED3049,12,0.403231638,0.482821457
QX1211,ED3049,0,0,0
QX1233,ED3049,8,0.27373307,0.370458921
JU258,ED3049,8,0.137818824,0.122984776
AB1,ED3049,8,0.334153948,0.435073399
AB4,ED3049,10,0.338463093,0.414746048
CB4854,ED3049,11,0.32059829,0.43538296
CB4856,ED3049,0,0,0
CB4932,ED3049,12,0.318159686,0.361736756
CX11264,ED3049,5,0.180558899,0.232621901
CX11307,ED3049,9,0.215208341,0.25260473
CX11314,ED3049,9,0.287072929,0.308837442
DL200,ED3049,10,0.382356384,0.45894984
DL226,ED3049,10,0.27038335,0.376069071
DL238,ED3049,0,0,0
ED3011,ED3049,11,0.451591339,0.535914023
ED3040,ED3049,12,0.299124955,0.38532206
ED3046,ED3049,8,0.974326364,0.9872865
CB4852,ED3077,8,0.504915027,0.558195625
CX11292,ED3077,12,0.548440134,0.579640057
CX11262,ED3077,8,0.259292276,0.29443784
CX11315,ED3077,9,0.328170196,0.412337258
CX11271,ED3077,14,0.427354304,0.474483719
CX11276,ED3077,9,0.446250999,0.465596083
CX11285,ED3077,12,0.306885524,0.340446509
ED3005,ED3077,11,0.344110295,0.416177303
ED3012,ED3077,11,0.445231129,0.486519618
ED3017,ED3077,11,0.460685494,0.527761518
ED3048,ED3077,15,0.699313439,0.728881193
ED3052,ED3077,9,0.467949694,0.499070784
ED3073,ED3077,16,0.545612604,0.665806729
EG4347,ED3077,12,0.547945596,0.57055173
EG4349,ED3077,13,0.331881275,0.389764969
EG4946,ED3077,10,0.506312167,0.535581574
JT11398,ED3077,7,0.312166492,0.435947737
JU310,ED3077,10,0.419946778,0.468523224
MY23,ED3077,1,0.046222161,0.076427647
JU1212,ED3077,7,0.196899598,0.219201731
JU1213,ED3077,9,0.332647938,0.314529569
JU1242,ED3077,7,0.329523421,0.36145287
JU1409,ED3077,13,0.416723794,0.443846374
JU1491,ED3077,7,0.33480869,0.355355575
JU1581,ED3077,6,0.184655206,0.200313653
JU1568,ED3077,7,0.298480271,0.378231752
JU311,ED3077,6,0.251564522,0.274079511
JU323,ED3077,9,0.477740466,0.518953512
JU346,ED3077,9,0.2686073,0.267216289
JU360,ED3077,11,0.365147508,0.41241495
JU367,ED3077,10,0.37944851,0.445492192
JU363,ED3077,12,0.339729962,0.405724608
JU394,ED3077,6,0.270527439,0.303122307
JU792,ED3077,5,0.226614209,0.26122961
JU397,ED3077,5,0.226614209,0.26122961
JU561,ED3077,9,0.442133467,0.449952476
JU775,ED3077,5,0.100334137,0.118868454
JU830,ED3077,14,0.316725423,0.404451653
JU847,ED3077,9,0.313733505,0.296546236
LSJ1,ED3077,8,0.45136604,0.48369165
MY10,ED3077,10,0.346677674,0.402629739
MY18,ED3077,10,0.255558491,0.305847348
PX174,ED3077,9,0.436905877,0.448953182
PX179,ED3077,11,0.460028728,0.546716023
QX1211,ED3077,0,0,0
QX1233,ED3077,9,0.286340362,0.391238106
JU258,ED3077,8,0.128155185,0.11453034
AB1,ED3077,7,0.372550186,0.480222031
AB4,ED3077,13,0.3808647,0.452724433
CB4854,ED3077,14,0.476531058,0.569078493
CB4856,ED3077,0,0,0
CB4932,ED3077,6,0.249890838,0.28595031
CX11264,ED3077,5,0.215590242,0.23522603
CX11307,ED3077,7,0.287502005,0.30878873
CX11314,ED3077,8,0.417744098,0.413656209
DL200,ED3077,10,0.34455908,0.424005018
DL226,ED3077,10,0.300101128,0.442682608
DL238,ED3077,0,0,0
ED3011,ED3077,9,0.416160813,0.483514895
ED3040,ED3077,12,0.345755344,0.476482677
ED3046,ED3077,11,0.399361168,0.453392276
ED3049,ED3077,12,0.411629198,0.458901996
CB4852,EG4724,10,0.285496551,0.365179122
CX11292,EG4724,12,0.297797118,0.370954614
CX11262,EG4724,7,0.148425815,0.212723584
CX11315,EG4724,10,0.256402793,0.337022787
CX11271,EG4724,17,0.30682194,0.377682114
CX11276,EG4724,9,0.259421749,0.312969782
CX11285,EG4724,11,0.235880205,0.29864964
ED3005,EG4724,13,0.245948124,0.323656612
ED3012,EG4724,11,0.284565579,0.334331469
ED3017,EG4724,10,0.275422616,0.326461582
ED3048,EG4724,11,0.356546091,0.415778316
ED3052,EG4724,8,0.247886675,0.265843342
ED3073,EG4724,10,0.241609668,0.360359815
EG4347,EG4724,10,0.326274591,0.362994791
EG4349,EG4724,12,0.200755255,0.269783239
EG4946,EG4724,12,0.320735103,0.377550687
JT11398,EG4724,10,0.213776658,0.310791522
JU310,EG4724,11,0.282051397,0.359137131
MY23,EG4724,2,0.06533182,0.086263468
JU1212,EG4724,6,0.143099128,0.140359642
JU1213,EG4724,6,0.263485791,0.245689889
JU1242,EG4724,8,0.250796193,0.303039462
JU1409,EG4724,15,0.275283099,0.33942213
JU1491,EG4724,9,0.252998361,0.279799449
JU1581,EG4724,5,0.116935511,0.12740202
JU1568,EG4724,9,0.269665172,0.324051035
JU311,EG4724,8,0.200429642,0.187910463
JU323,EG4724,7,0.214372636,0.262259522
JU346,EG4724,6,0.128646192,0.144773072
JU360,EG4724,13,0.243698214,0.326347321
JU367,EG4724,12,0.269470446,0.315652072
JU363,EG4724,13,0.240674153,0.324688451
JU394,EG4724,6,0.219517297,0.22414186
JU792,EG4724,8,0.216212722,0.227342322
JU397,EG4724,7,0.185549685,0.213531803
JU561,EG4724,11,0.253765097,0.289110398
JU775,EG4724,9,0.227822514,0.211388995
JU830,EG4724,10,0.150240386,0.251683029
JU847,EG4724,7,0.207323666,0.205136365
LSJ1,EG4724,10,0.302726136,0.360963848
MY10,EG4724,10,0.250396515,0.287480738
MY18,EG4724,7,0.134026677,0.207411161
PX174,EG4724,10,0.256604752,0.289752557
PX179,EG4724,10,0.305244226,0.37082745
QX1211,EG4724,0,0,0
QX1233,EG4724,10,0.165697999,0.251243169
JU258,EG4724,9,0.250269015,0.237880069
AB1,EG4724,12,0.290358603,0.361309678
AB4,EG4724,11,0.246950024,0.340990775
CB4854,EG4724,11,0.232913879,0.341570181
CB4856,EG4724,0,0,0
CB4932,EG4724,7,0.242103057,0.242943248
CX11264,EG4724,7,0.181516165,0.212764218
CX11307,EG4724,5,0.137255197,0.201162666
CX11314,EG4724,11,0.285104011,0.324003331
DL200,EG4724,8,0.203315477,0.283079651
DL226,EG4724,10,0.228342501,0.328838267
DL238,EG4724,0,0,0
ED3011,EG4724,10,0.293544607,0.337355446
ED3040,EG4724,12,0.277322126,0.329255408
ED3046,EG4724,12,0.272407889,0.32923258
ED3049,EG4724,12,0.272407889,0.32923258
ED3077,EG4724,11,0.352963012,0.439331345
CB4852,EG4725,7,0.246488909,0.302796209
CX11292,EG4725,9,0.307627799,0.364372691
CX11262,EG4725,5,0.109302306,0.156545157
CX11315,EG4725,7,0.163572019,0.224360357
CX11271,EG4725,10,0.268456593,0.324809204
CX11276,EG4725,6,0.218350461,0.269660229
CX11285,EG4725,11,0.227493235,0.31227183
ED3005,EG4725,7,0.238469465,0.262250285
ED3012,EG4725,5,0.237423707,0.277215353
ED3017,EG4725,10,0.310961055,0.344185465
ED3048,EG4725,12,0.356252884,0.430714304
ED3052,EG4725,10,0.350393407,0.373959357
ED3073,EG4725,6,0.174896364,0.306057956
EG4347,EG4725,7,0.218874075,0.291303227
EG4349,EG4725,12,0.270724577,0.283763912
EG4946,EG4725,8,0.28968168,0.355181197
JT11398,EG4725,5,0.163777245,0.270495301
JU310,EG4725,9,0.234992565,0.299814195
MY23,EG4725,2,0.036851933,0.036401582
JU1212,EG4725,5,0.175023803,0.153111459
JU1213,EG4725,9,0.293362483,0.228743739
JU1242,EG4725,5,0.178932097,0.250393207
JU1409,EG4725,10,0.251410143,0.28398184
JU1491,EG4725,6,0.248564388,0.276444222
JU1581,EG4725,4,0.096535654,0.08940575
JU1568,EG4725,6,0.239109728,0.291189724
JU311,EG4725,6,0.213981695,0.205843435
JU323,EG4725,9,0.262827169,0.31210549
JU346,EG4725,3,0.063972469,0.098453563
JU360,EG4725,10,0.171541219,0.256711915
JU367,EG4725,9,0.253844678,0.276833173
JU363,EG4725,10,0.171541219,0.256711915
JU394,EG4725,5,0.206254362,0.210634881
JU792,EG4725,5,0.167596148,0.186531505
JU397,EG4725,6,0.16299617,0.18297271
JU561,EG4725,11,0.245546017,0.267028379
JU775,EG4725,9,0.131779579,0.151965088
JU830,EG4725,7,0.122570827,0.213320426
JU847,EG4725,7,0.175093133,0.178276552
LSJ1,EG4725,5,0.226515477,0.285083452
MY10,EG4725,9,0.241053383,0.286038767
MY18,EG4725,6,0.143620928,0.210921433
PX174,EG4725,6,0.246137626,0.275629232
PX179,EG4725,7,0.194204937,0.28386635
QX1211,EG4725,0,0,0
QX1233,EG4725,5,0.142565297,0.21588481
JU258,EG4725,11,0.193718333,0.256797386
AB1,EG4725,7,0.212405091,0.283993663
AB4,EG4725,7,0.239961127,0.281510926
CB4854,EG4725,11,0.270686282,0.372571581
CB4856,EG4725,0,0,0
CB4932,EG4725,5,0.190240251,0.186697834
CX11264,EG4725,4,0.11215364,0.154241472
CX11307,EG4725,5,0.126695295,0.181034578
CX11314,EG4725,7,0.25593201,0.298317979
DL200,EG4725,8,0.142013973,0.230513015
DL226,EG4725,6,0.189415098,0.279559832
DL238,EG4725,0,0,0
ED3011,EG4725,8,0.244725714,0.312561548
ED3040,EG4725,11,0.296219156,0.364866616
ED3046,EG4725,6,0.179734888,0.221092519
ED3049,EG4725,6,0.179734888,0.221092519
ED3077,EG4725,10,0.353929959,0.446691319
EG4724,EG4725,6,0.36020058,0.402711776
CB4852,JU1088,6,0.419258008,0.474227264
CX11292,JU1088,10,0.555819651,0.555912131
CX11262,JU1088,5,0.242531047,0.292408844
CX11315,JU1088,9,0.340598692,0.421162779
CX11271,JU1088,11,0.420227299,0.463075469
CX11276,JU1088,9,0.417135536,0.433678124
CX11285,JU1088,12,0.27891051,0.345254732
ED3005,JU1088,8,0.339414379,0.413242512
ED3012,JU1088,8,0.466725623,0.471418419
ED3017,JU1088,9,0.347159701,0.409624659
ED3048,JU1088,10,0.676189049,0.71904727
ED3052,JU1088,11,0.450019417,0.508460862
ED3073,JU1088,13,0.460696555,0.54643703
EG4347,JU1088,9,0.505415153,0.513976254
EG4349,JU1088,17,0.334236203,0.36226039
EG4946,JU1088,8,0.473232307,0.51162826
JT11398,JU1088,7,0.28921391,0.406619167
JU310,JU1088,6,0.402878131,0.438732545
MY23,JU1088,2,0.026117933,0.016325322
JU1212,JU1088,6,0.164697256,0.164763181
JU1213,JU1088,5,0.148612267,0.141807864
JU1242,JU1088,8,0.278796414,0.3255406
JU1409,JU1088,15,0.484349248,0.531671166
JU1491,JU1088,8,0.265720818,0.292845488
JU1581,JU1088,4,0.163074137,0.204569442
JU1568,JU1088,8,0.341252816,0.362452314
JU311,JU1088,4,0.244434091,0.242272368
JU323,JU1088,13,0.473767606,0.504515983
JU346,JU1088,6,0.296714823,0.343334684
JU360,JU1088,8,0.371063991,0.440232325
JU367,JU1088,10,0.400291627,0.418253913
JU363,JU1088,9,0.345646444,0.433541983
JU394,JU1088,5,0.242230872,0.229991049
JU792,JU1088,5,0.158229083,0.19221753
JU397,JU1088,6,0.2142184,0.241572429
JU561,JU1088,9,0.453436889,0.450404989
JU775,JU1088,5,0.083791509,0.099958796
JU830,JU1088,12,0.365008453,0.490359184
JU847,JU1088,8,0.268178822,0.267158978
LSJ1,JU1088,10,0.49487178,0.476537191
MY10,JU1088,8,0.311116636,0.332265484
MY18,JU1088,9,0.297800459,0.348448683
PX174,JU1088,8,0.495371786,0.526534549
PX179,JU1088,8,0.425435364,0.50202313
QX1211,JU1088,0,0,0
QX1233,JU1088,7,0.298542457,0.376930047
JU258,JU1088,5,0.115093302,0.122579548
AB1,JU1088,5,0.336575348,0.429508616
AB4,JU1088,13,0.442347501,0.489327525
CB4854,JU1088,11,0.48044911,0.568657197
CB4856,JU1088,0,0,0
CB4932,JU1088,5,0.23776424,0.24528544
CX11264,JU1088,5,0.196337286,0.221802424
CX11307,JU1088,7,0.320586405,0.308039289
CX11314,JU1088,9,0.394788546,0.387960501
DL200,JU1088,5,0.231505471,0.296848357
DL226,JU1088,8,0.294417921,0.420903848
DL238,JU1088,0,0,0
ED3011,JU1088,8,0.435759649,0.521316036
ED3040,JU1088,13,0.483779949,0.595488121
ED3046,JU1088,14,0.373096919,0.447661134
ED3049,JU1088,15,0.390863686,0.455375536
ED3077,JU1088,15,0.565622811,0.623893341
EG4724,JU1088,9,0.236615131,0.292523784
EG4725,JU1088,10,0.31431306,0.350355748
CB4852,JU1172,8,0.460370466,0.503923235
CX11292,JU1172,9,0.737434383,0.813563144
CX11262,JU1172,7,0.355297579,0.451708052
CX11315,JU1172,10,0.418665154,0.568054403
CX11271,JU1172,10,0.543183768,0.575073849
CX11276,JU1172,11,0.516879633,0.559195778
CX11285,JU1172,11,0.324659665,0.347116151
ED3005,JU1172,9,0.498127701,0.5719076
ED3012,JU1172,9,0.47021384,0.492141562
ED3017,JU1172,7,0.384828679,0.445461055
ED3048,JU1172,11,0.523998474,0.546142768
ED3052,JU1172,8,0.37343337,0.37868045
ED3073,JU1172,10,0.418454373,0.474391377
EG4347,JU1172,7,0.508859857,0.543962801
EG4349,JU1172,11,0.262628196,0.296188602
EG4946,JU1172,7,0.712765787,0.739759458
JT11398,JU1172,6,0.265721437,0.390848097
JU310,JU1172,8,0.460674793,0.503959854
MY23,JU1172,2,0.040269593,0.059988603
JU1212,JU1172,4,0.166331161,0.172939263
JU1213,JU1172,6,0.218107701,0.215809924
JU1242,JU1172,6,0.269566973,0.321388747
JU1409,JU1172,10,0.38949986,0.414778023
JU1491,JU1172,8,0.289992065,0.338277647
JU1581,JU1172,4,0.175860442,0.204977835
JU1568,JU1172,8,0.330152369,0.380466883
JU311,JU1172,7,0.263791996,0.277105235
JU323,JU1172,8,0.358436491,0.385023045
JU346,JU1172,7,0.23383061,0.244274222
JU360,JU1172,9,0.31390333,0.372963418
JU367,JU1172,11,0.419671739,0.455595022
JU363,JU1172,10,0.288485783,0.366273075
JU394,JU1172,5,0.24499241,0.27464318
JU792,JU1172,4,0.172635986,0.219110347
JU397,JU1172,5,0.198918075,0.23560056
JU561,JU1172,9,0.403429753,0.427093785
JU775,JU1172,5,0.118845073,0.123684845
JU830,JU1172,8,0.250104332,0.334112673
JU847,JU1172,8,0.305781469,0.28108228
LSJ1,JU1172,9,0.474302441,0.482493352
MY10,JU1172,5,0.263323231,0.303588541
MY18,JU1172,7,0.271600081,0.326517016
PX174,JU1172,9,0.459425342,0.473432177
PX179,JU1172,7,0.406867966,0.485338756
QX1211,JU1172,0,0,0
QX1233,JU1172,10,0.470535431,0.589727209
JU258,JU1172,8,0.152417808,0.144410485
AB1,JU1172,6,0.340756015,0.435431762
AB4,JU1172,12,0.673975814,0.761958125
CB4854,JU1172,11,0.40627384,0.483728998
CB4856,JU1172,0,0,0
CB4932,JU1172,7,0.229365082,0.272646528
CX11264,JU1172,6,0.322390222,0.410833124
CX11307,JU1172,5,0.324185372,0.348994276
CX11314,JU1172,9,0.633976939,0.688078884
DL200,JU1172,9,0.28024833,0.348036744
DL226,JU1172,8,0.292964521,0.436837773
DL238,JU1172,0,0,0
ED3011,JU1172,9,0.536759964,0.590214903
ED3040,JU1172,10,0.319669832,0.402273244
ED3046,JU1172,8,0.345213886,0.404232726
ED3049,JU1172,8,0.345213886,0.404232726
ED3077,JU1172,12,0.502182947,0.52411835
EG4724,JU1172,10,0.265602726,0.333863828
EG4725,JU1172,9,0.283353927,0.348208626
JU1088,JU1172,10,0.513304542,0.517256475
CB4852,JU1200,12,0.635642126,0.733016638
CX11292,JU1200,9,0.517858871,0.55917938
CX11262,JU1200,6,0.221212562,0.267190384
CX11315,JU1200,8,0.345762932,0.445199048
CX11271,JU1200,14,0.432914408,0.490271865
CX11276,JU1200,9,0.46349054,0.501549396
CX11285,JU1200,11,0.281142133,0.360773332
ED3005,JU1200,7,0.318359657,0.416326256
ED3012,JU1200,9,0.848156727,0.862171169
ED3017,JU1200,10,0.429444136,0.49321045
ED3048,JU1200,10,0.598332225,0.623745166
ED3052,JU1200,10,0.383015058,0.392000429
ED3073,JU1200,9,0.40552651,0.514908272
EG4347,JU1200,15,0.704803848,0.785052829
EG4349,JU1200,12,0.253961344,0.323031459
EG4946,JU1200,12,0.609381188,0.655289643
JT11398,JU1200,14,0.464480122,0.59764504
JU310,JU1200,7,0.373918736,0.423754396
MY23,JU1200,2,0.026117933,0.016325322
JU1212,JU1200,11,0.527066972,0.518254961
JU1213,JU1200,9,0.282936381,0.281348441
JU1242,JU1200,10,0.401163456,0.43149627
JU1409,JU1200,13,0.407218767,0.480133025
JU1491,JU1200,11,0.378524649,0.397463144
JU1581,JU1200,5,0.170629237,0.207269377
JU1568,JU1200,12,0.743775197,0.767422488
JU311,JU1200,8,0.474884082,0.49197007
JU323,JU1200,8,0.343085444,0.377731206
JU346,JU1200,9,0.224556653,0.252797114
JU360,JU1200,7,0.327074093,0.424583406
JU367,JU1200,11,0.680022494,0.720650637
JU363,JU1200,9,0.324157155,0.424675169
JU394,JU1200,8,0.665810638,0.651341308
JU792,JU1200,7,0.281011118,0.338056484
JU397,JU1200,8,0.396552852,0.394006647
JU561,JU1200,14,0.589960607,0.590863743
JU775,JU1200,6,0.105526664,0.137558616
JU830,JU1200,10,0.256175825,0.370703352
JU847,JU1200,8,0.418831147,0.375654117
LSJ1,JU1200,11,0.902892239,0.891045998
MY10,JU1200,9,0.285168271,0.342562056
MY18,JU1200,7,0.275724217,0.339516579
PX174,JU1200,8,0.468525261,0.497242778
PX179,JU1200,14,0.599676804,0.729920672
QX1211,JU1200,0,0,0
QX1233,JU1200,7,0.280699227,0.396496624
JU258,JU1200,4,0.050319199,0.069462645
AB1,JU1200,13,0.542691086,0.67988261
AB4,JU1200,11,0.418441584,0.492646183
CB4854,JU1200,12,0.442290245,0.511090356
CB4856,JU1200,0,0,0
CB4932,JU1200,11,0.500987442,0.508360142
CX11264,JU1200,4,0.205384404,0.252618431
CX11307,JU1200,7,0.285599527,0.312781303
CX11314,JU1200,8,0.367184375,0.386001797
DL200,JU1200,10,0.315991546,0.403036036
DL226,JU1200,11,0.29841246,0.437777979
DL238,JU1200,0,0,0
ED3011,JU1200,9,0.408744985,0.49636895
ED3040,JU1200,12,0.327987678,0.423551008
ED3046,JU1200,10,0.341768761,0.44695737
ED3049,JU1200,10,0.341768761,0.44695737
ED3077,JU1200,10,0.486723378,0.536097648
EG4724,JU1200,11,0.32713063,0.393564161
EG4725,JU1200,7,0.236251081,0.293265646
JU1088,JU1200,9,0.516309859,0.504425888
JU1172,JU1200,9,0.485700371,0.515297771
CB4852,JU1246,6,0.158869683,0.224166506
CX11292,JU1246,5,0.146031347,0.200346817
CX11262,JU1246,4,0.06292766,0.054022087
CX11315,JU1246,5,0.105974911,0.164758807
CX11271,JU1246,8,0.130915996,0.184972936
CX11276,JU1246,5,0.131288237,0.183842484
CX11285,JU1246,7,0.118478085,0.155240826
ED3005,JU1246,4,0.093845777,0.158291815
ED3012,JU1246,7,0.215179123,0.276511938
ED3017,JU1246,7,0.198851574,0.241279725
ED3048,JU1246,8,0.221964051,0.245899489
ED3052,JU1246,8,0.205604747,0.297299901
ED3073,JU1246,8,0.240385841,0.273696842
EG4347,JU1246,8,0.172621736,0.234786939
EG4349,JU1246,12,0.31067522,0.307505579
EG4946,JU1246,6,0.134228232,0.20858018
JT11398,JU1246,5,0.161361692,0.223172205
JU310,JU1246,6,0.20509945,0.266647647
MY23,JU1246,1,0.010150908,0.00621603
JU1212,JU1246,11,0.393030017,0.435292805
JU1213,JU1246,10,0.328482874,0.404435146
JU1242,JU1246,10,0.230695644,0.25952822
JU1409,JU1246,9,0.240163981,0.305869288
JU1491,JU1246,10,0.291173911,0.368823768
JU1581,JU1246,8,0.416860913,0.430488557
JU1568,JU1246,8,0.275132212,0.316219565
JU311,JU1246,7,0.257946884,0.296081571
JU323,JU1246,7,0.191938537,0.257761919
JU346,JU1246,9,0.234749916,0.312458061
JU360,JU1246,9,0.24088625,0.269540995
JU367,JU1246,8,0.259286868,0.305182241
JU363,JU1246,9,0.24088625,0.269540995
JU394,JU1246,9,0.288737831,0.366391971
JU792,JU1246,9,0.356158219,0.38395184
JU397,JU1246,10,0.345287683,0.382566851
JU561,JU1246,10,0.208495474,0.298051988
JU775,JU1246,10,0.132273607,0.14988019
JU830,JU1246,5,0.193040829,0.199527343
JU847,JU1246,7,0.170266532,0.272937754
LSJ1,JU1246,7,0.270074562,0.32342749
MY10,JU1246,9,0.175098657,0.245428172
MY18,JU1246,6,0.177337688,0.199073712
PX174,JU1246,4,0.117470902,0.159944264
PX179,JU1246,10,0.203041956,0.262401555
QX1211,JU1246,0,0,0
QX1233,JU1246,4,0.095569783,0.161275827
JU258,JU1246,6,0.195566751,0.202459248
AB1,JU1246,9,0.205686335,0.269771555
AB4,JU1246,4,0.113753546,0.179270144
CB4854,JU1246,6,0.140656865,0.211776218
CB4856,JU1246,0,0,0
CB4932,JU1246,9,0.275689705,0.371816349
CX11264,JU1246,2,0.031751801,0.048984223
CX11307,JU1246,5,0.090093415,0.110115272
CX11314,JU1246,3,0.030176817,0.048658615
DL200,JU1246,6,0.231096228,0.254709831
DL226,JU1246,2,0.093268249,0.162000942
DL238,JU1246,0,0,0
ED3011,JU1246,5,0.125569605,0.200581482
ED3040,JU1246,11,0.259004496,0.282755989
ED3046,JU1246,6,0.154115093,0.225372813
ED3049,JU1246,6,0.154115093,0.225372813
ED3077,JU1246,9,0.199484561,0.242450012
EG4724,JU1246,7,0.100574502,0.173351941
EG4725,JU1246,7,0.118885684,0.145003822
JU1088,JU1246,7,0.188452063,0.216171233
JU1172,JU1246,6,0.154268008,0.194702214
JU1200,JU1246,8,0.273385281,0.321326294
CB4852,JU1395,6,0.912957767,0.956618188
CX11292,JU1395,9,0.47493757,0.554745209
CX11262,JU1395,7,0.210890011,0.28004394
CX11315,JU1395,7,0.318498703,0.431007368
CX11271,JU1395,13,0.39072297,0.489081626
CX11276,JU1395,7,0.382030955,0.457380766
CX11285,JU1395,11,0.306863865,0.380580435
ED3005,JU1395,8,0.379586252,0.467426615
ED3012,JU1395,13,0.609890624,0.698166406
ED3017,JU1395,11,0.548823359,0.596161048
ED3048,JU1395,9,0.511197185,0.584896768
ED3052,JU1395,7,0.405903738,0.430955929
ED3073,JU1395,13,0.431307321,0.548908184
EG4347,JU1395,15,0.602812473,0.725798238
EG4349,JU1395,13,0.354156004,0.373280978
EG4946,JU1395,12,0.602688769,0.680088764
JT11398,JU1395,9,0.508520297,0.650560331
JU310,JU1395,11,0.44745757,0.492947625
MY23,JU1395,3,0.072340095,0.092752969
JU1212,JU1395,11,0.376291508,0.381740077
JU1213,JU1395,7,0.281576637,0.277049113
JU1242,JU1395,8,0.313084121,0.376127011
JU1409,JU1395,8,0.382895446,0.465985064
JU1491,JU1395,7,0.315428093,0.355821838
JU1581,JU1395,9,0.331364317,0.317352264
JU1568,JU1395,10,0.528697522,0.61150493
JU311,JU1395,9,0.426217165,0.462476779
JU323,JU1395,8,0.455298751,0.483467091
JU346,JU1395,11,0.280091266,0.301845238
JU360,JU1395,10,0.293338366,0.40645856
JU367,JU1395,12,0.543598565,0.635896506
JU363,JU1395,11,0.315838974,0.413240665
JU394,JU1395,10,0.489256871,0.522665754
JU792,JU1395,5,0.306280172,0.317548872
JU397,JU1395,5,0.312146058,0.317901253
JU561,JU1395,13,0.594068758,0.648936194
JU775,JU1395,8,0.118433266,0.145802684
JU830,JU1395,10,0.378774727,0.473273058
JU847,JU1395,8,0.410382283,0.40210301
LSJ1,JU1395,10,0.58334805,0.677755949
MY10,JU1395,10,0.347918951,0.386501005
MY18,JU1395,6,0.273376371,0.339286338
PX174,JU1395,9,0.442665006,0.495622705
PX179,JU1395,13,0.539918443,0.686932634
QX1211,JU1395,0,0,0
QX1233,JU1395,8,0.328867542,0.43182085
JU258,JU1395,7,0.085863568,0.104938061
AB1,JU1395,12,0.654071494,0.753186599
AB4,JU1395,9,0.398816585,0.494624419
CB4854,JU1395,9,0.40755279,0.506629432
CB4856,JU1395,0,0,0
CB4932,JU1395,10,0.468128648,0.494270071
CX11264,JU1395,5,0.223650021,0.268768166
CX11307,JU1395,5,0.183403941,0.261030736
CX11314,JU1395,8,0.322332982,0.372712166
DL200,JU1395,6,0.279580161,0.390304141
DL226,JU1395,8,0.309825505,0.455874464
DL238,JU1395,0,0,0
ED3011,JU1395,6,0.436527001,0.507666114
ED3040,JU1395,9,0.272036849,0.395535367
ED3046,JU1395,10,0.375802907,0.458736805
ED3049,JU1395,10,0.375802907,0.458736805
ED3077,JU1395,8,0.450914921,0.532197317
EG4724,JU1395,12,0.28664096,0.373144916
EG4725,JU1395,8,0.296676116,0.333720047
JU1088,JU1395,6,0.365257902,0.448228956
JU1172,JU1395,8,0.408233272,0.480382329
JU1200,JU1395,12,0.58164202,0.707018331
JU1246,JU1395,7,0.221231283,0.251248421
CB4852,JU1400,8,0.282439117,0.340748191
CX11292,JU1400,7,0.278285216,0.342245854
CX11262,JU1400,5,0.142945275,0.168899036
CX11315,JU1400,7,0.219503161,0.301097485
CX11271,JU1400,9,0.2861162,0.421836565
CX11276,JU1400,9,0.289348266,0.403534764
CX11285,JU1400,9,0.193780702,0.305451567
ED3005,JU1400,6,0.231529718,0.284091927
ED3012,JU1400,7,0.227755375,0.299433762
ED3017,JU1400,9,0.289931,0.394473659
ED3048,JU1400,8,0.256745558,0.32677313
ED3052,JU1400,8,0.215538986,0.247721262
ED3073,JU1400,11,0.343889593,0.392035431
EG4347,JU1400,10,0.281427859,0.35049892
EG4349,JU1400,11,0.216316544,0.297120151
EG4946,JU1400,8,0.285046522,0.355465373
JT11398,JU1400,9,0.26686151,0.38375694
JU310,JU1400,11,0.342420212,0.446276045
MY23,JU1400,1,0.008052504,0.007372057
JU1212,JU1400,3,0.104995998,0.140885263
JU1213,JU1400,7,0.231322744,0.270161245
JU1242,JU1400,12,0.30028353,0.429986404
JU1409,JU1400,9,0.294915936,0.407231438
JU1491,JU1400,7,0.226355981,0.313191824
JU1581,JU1400,5,0.129371612,0.181320891
JU1568,JU1400,8,0.232018217,0.305574207
JU311,JU1400,7,0.162832074,0.210490021
JU323,JU1400,9,0.266454844,0.334789464
JU346,JU1400,12,0.229796864,0.303671326
JU360,JU1400,11,0.229372837,0.344969637
JU367,JU1400,6,0.240172113,0.310964433
JU363,JU1400,10,0.213905297,0.334582431
JU394,JU1400,5,0.149788165,0.182844677
JU792,JU1400,11,0.271852173,0.333922846
JU397,JU1400,10,0.231682267,0.309088374
JU561,JU1400,7,0.224200284,0.238859691
JU775,JU1400,6,0.094310199,0.149600358
JU830,JU1400,12,0.253402062,0.38446405
JU847,JU1400,11,0.21299555,0.234502413
LSJ1,JU1400,6,0.251910691,0.326990759
MY10,JU1400,6,0.242818322,0.296409965
MY18,JU1400,7,0.250987323,0.322777581
PX174,JU1400,5,0.235221909,0.314160411
PX179,JU1400,8,0.235175222,0.32177566
QX1211,JU1400,0,0,0
QX1233,JU1400,7,0.229319658,0.274428597
JU258,JU1400,7,0.100228991,0.107663772
AB1,JU1400,8,0.276364134,0.336914487
